Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
female,group B,some college,standard,completed,single,never,yes,0,private,05-Oct,84,94,96
male,group C,bachelor's degree,standard,none,divorced,never,no,4,private,> 10,54,56,54
male,group C,some college,free/reduced,completed,married,sometimes,no,2,school_bus,> 10,60,53,49
male,group B,some high school,standard,none,married,sometimes,yes,3,private,> 10,81,76,74
male,group C,bachelor's degree,free/reduced,none,married,regularly,no,1,private,05-Oct,77,89,79
female,group B,high school,free/reduced,none,single,sometimes,yes,3,private,05-Oct,58,70,61
female,group D,master's degree,standard,completed,married,sometimes,yes,5,school_bus,> 10,100,99,100
male,group B,high school,free/reduced,none,married,regularly,no,2,private,05-Oct,31,33,32
male,group B,some college,standard,completed,single,sometimes,yes,1,private,< 5,97,89,89
female,group D,associate's degree,standard,completed,married,never,yes,2,private,05-Oct,86,93,96
male,group C,some college,standard,none,married,sometimes,no,2,school_bus,05-Oct,79,74,70
male,group E,some high school,free/reduced,none,divorced,regularly,no,5,private,05-Oct,59,60,51
male,group A,some high school,standard,none,divorced,sometimes,yes,1,private,> 10,69,60,54
female,group D,associate's degree,standard,none,divorced,sometimes,yes,3,private,05-Oct,78,87,78
male,group D,bachelor's degree,standard,completed,single,sometimes,yes,3,school_bus,> 10,75,56,63
female,group C,associate's degree,standard,none,married,sometimes,no,1,private,05-Oct,56,63,60
female,group D,high school,free/reduced,none,single,regularly,yes,1,school_bus,> 10,71,79,76
female,group B,some college,standard,none,single,sometimes,yes,1,school_bus,05-Oct,62,76,73
female,group C,some high school,standard,completed,divorced,regularly,yes,4,school_bus,> 10,48,57,57
female,group D,some high school,standard,none,single,sometimes,yes,2,school_bus,05-Oct,75,78,74
female,group A,some college,standard,none,married,sometimes,no,5,school_bus,> 10,48,51,52
male,group B,some college,standard,none,married,regularly,yes,1,school_bus,< 5,74,66,66
female,group D,bachelor's degree,standard,none,single,regularly,no,4,school_bus,> 10,75,71,78
male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,4,school_bus,05-Oct,60,41,45
female,group B,master's degree,standard,completed,married,regularly,yes,1,school_bus,< 5,73,83,91
male,group C,associate's degree,standard,none,married,regularly,no,3,school_bus,< 5,86,86,78
female,group B,associate's degree,standard,completed,married,sometimes,yes,1,school_bus,< 5,48,65,67
male,group C,high school,free/reduced,completed,single,sometimes,yes,2,private,05-Oct,51,55,49
female,group E,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,0,private,05-Oct,52,62,72
male,group D,some high school,standard,none,married,never,yes,3,private,< 5,60,55,56
male,group C,high school,free/reduced,none,married,sometimes,yes,0,school_bus,05-Oct,60,53,49
male,group D,high school,standard,none,married,sometimes,no,5,private,05-Oct,90,79,71
female,group D,high school,free/reduced,none,married,regularly,no,2,private,< 5,49,47,45
male,group C,some high school,standard,none,married,regularly,yes,3,private,< 5,70,64,64
male,group C,bachelor's degree,standard,none,married,sometimes,no,3,private,05-Oct,91,82,80
male,group D,some college,standard,none,single,sometimes,yes,2,private,05-Oct,69,74,67
female,group C,high school,free/reduced,none,single,sometimes,yes,2,private,05-Oct,59,71,68
female,group C,some high school,standard,completed,married,never,no,3,school_bus,05-Oct,77,94,90
male,group C,high school,standard,none,single,regularly,yes,4,private,05-Oct,69,56,51
female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,3,school_bus,> 10,51,60,62
female,group C,master's degree,free/reduced,none,single,sometimes,no,1,private,05-Oct,49,48,49
male,group C,some high school,free/reduced,none,divorced,sometimes,yes,1,school_bus,> 10,63,59,47
male,group C,associate's degree,standard,none,married,sometimes,yes,4,private,05-Oct,86,83,83
male,group B,some high school,standard,completed,widowed,regularly,yes,0,school_bus,> 10,74,74,70
male,group C,associate's degree,standard,none,married,never,yes,3,school_bus,05-Oct,84,73,77
male,group C,some high school,standard,none,married,sometimes,no,2,school_bus,> 10,63,61,61
female,group D,bachelor's degree,standard,none,single,never,yes,1,private,05-Oct,80,96,92
female,group C,associate's degree,standard,none,married,sometimes,no,1,school_bus,05-Oct,77,83,82
female,group A,some college,free/reduced,none,divorced,sometimes,yes,6,school_bus,> 10,55,66,62
male,group E,some high school,standard,completed,married,sometimes,yes,1,school_bus,05-Oct,75,58,62
female,group C,high school,standard,completed,divorced,never,yes,3,school_bus,> 10,59,77,77
female,group B,some college,standard,completed,divorced,regularly,yes,1,school_bus,05-Oct,66,72,78
female,group D,some college,standard,none,divorced,sometimes,yes,3,private,05-Oct,91,97,99
male,group D,some college,standard,completed,married,regularly,no,7,school_bus,05-Oct,82,81,78
male,group D,some college,standard,completed,divorced,sometimes,yes,0,school_bus,05-Oct,96,84,84
male,group C,some high school,standard,completed,married,never,yes,4,school_bus,> 10,77,76,80
male,group C,high school,standard,none,single,regularly,no,1,school_bus,> 10,43,37,28
male,group D,high school,free/reduced,none,divorced,sometimes,yes,2,school_bus,< 5,7,11,12
female,group C,high school,free/reduced,none,married,sometimes,yes,5,private,> 10,41,41,47
male,group C,master's degree,standard,none,married,sometimes,yes,1,school_bus,05-Oct,97,95,88
female,group D,some college,standard,none,single,sometimes,yes,2,school_bus,05-Oct,69,73,72
male,group D,some college,free/reduced,completed,single,sometimes,no,2,private,05-Oct,87,76,82
male,group C,some high school,standard,completed,married,never,yes,0,private,05-Oct,47,41,42
female,group E,bachelor's degree,free/reduced,none,married,never,no,4,school_bus,< 5,61,75,68
female,group C,some college,free/reduced,completed,single,regularly,yes,0,private,< 5,63,74,71
female,group C,some college,free/reduced,completed,married,never,yes,1,private,05-Oct,57,76,72
male,group C,associate's degree,standard,none,divorced,sometimes,no,2,private,05-Oct,66,55,52
female,group B,master's degree,standard,completed,married,sometimes,no,1,school_bus,< 5,77,79,92
female,group D,some college,standard,none,divorced,regularly,yes,1,school_bus,< 5,91,87,94
male,group C,bachelor's degree,standard,none,single,sometimes,yes,3,school_bus,> 10,74,72,68
female,group D,bachelor's degree,standard,completed,divorced,regularly,yes,0,private,05-Oct,71,75,77
male,group D,some college,free/reduced,completed,married,sometimes,yes,2,private,< 5,54,62,62
female,group D,some high school,standard,none,single,regularly,yes,0,school_bus,05-Oct,64,66,71
male,group E,bachelor's degree,standard,completed,married,never,yes,1,school_bus,05-Oct,80,79,75
female,group D,master's degree,standard,completed,married,sometimes,yes,5,school_bus,< 5,89,98,93
male,group D,some college,free/reduced,none,divorced,sometimes,yes,1,school_bus,> 10,59,51,51
female,group C,some college,free/reduced,none,married,regularly,yes,1,school_bus,05-Oct,71,91,83
female,group C,some college,free/reduced,none,married,sometimes,yes,3,school_bus,05-Oct,58,73,72
female,group C,high school,free/reduced,completed,married,regularly,yes,2,private,> 10,51,69,71
female,group C,some high school,free/reduced,none,married,regularly,yes,1,school_bus,> 10,54,60,56
female,group C,master's degree,standard,none,widowed,sometimes,no,2,school_bus,< 5,80,97,95
male,group B,some high school,free/reduced,completed,married,never,yes,4,school_bus,05-Oct,48,59,47
male,group B,high school,standard,completed,single,never,yes,4,private,05-Oct,66,72,75
female,group C,some high school,standard,completed,single,sometimes,yes,0,school_bus,> 10,42,60,58
male,group A,high school,standard,none,married,regularly,yes,1,private,05-Oct,74,73,65
male,group D,high school,free/reduced,completed,married,sometimes,no,1,school_bus,05-Oct,66,68,66
female,group B,some college,free/reduced,completed,single,sometimes,yes,2,school_bus,05-Oct,61,68,76
female,group C,some high school,standard,completed,married,sometimes,yes,4,private,05-Oct,58,77,75
female,group B,some college,free/reduced,none,single,never,yes,2,school_bus,> 10,61,71,65
female,group E,high school,standard,none,married,regularly,yes,2,private,05-Oct,80,86,78
female,group B,some high school,standard,none,married,regularly,yes,1,private,05-Oct,53,62,65
female,group C,associate's degree,standard,none,married,sometimes,yes,2,school_bus,05-Oct,90,88,91
male,group A,some high school,free/reduced,none,married,sometimes,no,3,school_bus,05-Oct,71,66,63
female,group D,bachelor's degree,free/reduced,none,widowed,sometimes,no,3,school_bus,< 5,61,72,77
female,group C,high school,free/reduced,none,single,never,no,1,school_bus,05-Oct,58,66,62
male,group A,some high school,free/reduced,none,married,sometimes,yes,1,private,< 5,31,27,27
male,group C,associate's degree,standard,completed,married,never,no,3,school_bus,< 5,76,80,75
female,group D,some high school,standard,none,widowed,regularly,no,3,school_bus,05-Oct,59,77,75
female,group B,associate's degree,standard,none,single,sometimes,yes,2,school_bus,05-Oct,35,48,46
female,group A,some high school,free/reduced,none,single,never,yes,1,school_bus,05-Oct,58,65,58
male,group B,some high school,standard,none,married,sometimes,no,1,school_bus,< 5,66,67,62
female,group E,some college,free/reduced,completed,single,sometimes,no,2,school_bus,05-Oct,47,56,60
male,group C,high school,free/reduced,completed,married,regularly,yes,0,school_bus,05-Oct,60,61,63
female,group B,some high school,standard,none,married,sometimes,yes,1,school_bus,< 5,52,65,59
male,group A,some high school,standard,none,married,sometimes,yes,3,private,< 5,33,36,31
male,group B,high school,standard,completed,married,sometimes,no,2,private,05-Oct,83,84,84
female,group A,high school,standard,none,divorced,sometimes,no,3,private,< 5,70,85,80
male,group B,master's degree,free/reduced,none,married,regularly,yes,1,private,05-Oct,43,42,38
female,group E,high school,standard,none,divorced,regularly,yes,0,school_bus,05-Oct,60,71,66
male,group D,some college,standard,none,married,regularly,yes,2,private,05-Oct,80,72,66
female,group B,high school,standard,none,divorced,sometimes,yes,0,school_bus,< 5,51,58,53
female,group E,high school,free/reduced,none,married,sometimes,yes,3,school_bus,05-Oct,59,61,61
male,group B,associate's degree,standard,none,single,sometimes,yes,2,private,05-Oct,69,57,59
female,group C,bachelor's degree,free/reduced,none,divorced,sometimes,yes,2,school_bus,> 10,85,85,90
male,group D,master's degree,standard,completed,single,regularly,yes,3,school_bus,< 5,89,77,89
female,group B,bachelor's degree,standard,none,married,sometimes,yes,1,private,05-Oct,67,77,79
male,group C,high school,free/reduced,completed,single,sometimes,no,1,school_bus,05-Oct,61,55,54
female,group C,high school,standard,completed,divorced,sometimes,yes,1,school_bus,> 10,75,73,74
male,group D,some college,standard,none,married,sometimes,yes,3,school_bus,< 5,77,73,68
female,group B,master's degree,standard,none,married,sometimes,no,1,school_bus,05-Oct,69,79,74
female,group E,some college,standard,none,married,regularly,no,3,private,> 10,79,71,77
male,group A,master's degree,free/reduced,completed,single,sometimes,yes,5,school_bus,< 5,69,79,80
female,group C,high school,free/reduced,completed,married,sometimes,no,3,school_bus,< 5,64,87,85
female,group E,some college,free/reduced,completed,single,regularly,yes,1,school_bus,05-Oct,53,54,61
male,group D,bachelor's degree,standard,none,married,regularly,yes,3,school_bus,05-Oct,64,61,63
male,group D,some high school,standard,completed,single,regularly,yes,4,private,05-Oct,100,82,93
female,group C,bachelor's degree,free/reduced,completed,divorced,sometimes,no,3,school_bus,05-Oct,62,73,70
female,group D,master's degree,standard,completed,divorced,sometimes,yes,2,school_bus,< 5,55,77,80
female,group A,bachelor's degree,standard,none,married,regularly,yes,7,private,> 10,74,85,81
female,group C,high school,free/reduced,none,single,sometimes,yes,1,private,05-Oct,64,76,64
female,group C,some high school,standard,none,married,sometimes,no,3,private,> 10,60,59,64
female,group D,associate's degree,free/reduced,none,married,sometimes,no,4,school_bus,05-Oct,58,74,70
female,group D,some high school,free/reduced,none,married,regularly,no,2,school_bus,05-Oct,45,63,68
male,group D,associate's degree,free/reduced,none,married,sometimes,yes,3,private,< 5,61,50,55
male,group D,bachelor's degree,free/reduced,none,single,sometimes,yes,5,private,> 10,53,53,45
male,group D,some high school,standard,completed,married,sometimes,yes,3,private,05-Oct,76,76,75
male,group B,bachelor's degree,standard,completed,married,never,no,2,school_bus,05-Oct,77,73,72
male,group C,high school,standard,none,married,sometimes,yes,2,school_bus,05-Oct,78,69,61
male,group C,bachelor's degree,standard,none,married,sometimes,yes,2,school_bus,05-Oct,81,75,72
male,group B,some college,standard,none,married,regularly,yes,7,school_bus,05-Oct,52,55,51
male,group C,master's degree,standard,none,single,sometimes,yes,2,school_bus,< 5,64,60,59
male,group C,some college,free/reduced,none,married,regularly,yes,3,private,> 10,79,78,72
